"","sampleCode","sampleCode.y","speciesCode","Plot.x","binomial","family","genus","plot_Binomial","Plot.y","Binomial","Abundance","MW","nAtom","naAromAtom","nAtomLC","nAtomP","nB","nAromBond","nRotB","XLogP","ALogP","MLogP","TopoPSA","tpsaEfficiency","HybRatio","Fsp3","FMF","ECCEN","WPATH","WPOL","nHBDon","nHBAcc"
"PP_Chaqui_32_Clusia multiflora","MDP0209","MDP0209.mzXML","clumul","PP_Chaqui_32","Clusia multiflora","Clusiaceae","Clusia","PP_Chaqui_32_Clusia multiflora","PP_Chaqui_32","Clusia multiflora",181,413.592753017496,53.6536384901165,11.5621388122739,4.41602225549508,13.7505094951294,31.926331929753,11.9521990277272,5.92415068577685,3.46691496435997,2.93724451224844,2.92600031532871,133.514099010105,0.327991104041398,0.339844364707398,0.339576207079734,0.367465929371672,708.521031674592,2846.96660274297,52.1265291954701,4.10445652588917,6.61677380314883
"PP_Chaqui_32_Miconia biacuta","MDP0213","MDP0213.mzXML","mic1bia","PP_Chaqui_32","Miconia biacuta","Melastomataceae","Miconia","PP_Chaqui_32_Miconia biacuta","PP_Chaqui_32","Miconia biacuta",42,392.877382158721,51.7316557129902,10.8216401321587,3.45004012769298,15.6169120974014,31.0888530565493,11.71207621116,4.4720088057281,3.7420676927886,2.98498649282517,2.99846701102746,117.498438719687,0.30522708340838,0.367689066571571,0.36750244946042,0.372673817690744,604.98502137883,2300.61394810669,54.9717740022668,3.53495437348276,5.7425447713629
"PP_Chaqui_32_Cinchona pubescens","MDP0206","MDP0206.mzXML","cin1pub","PP_Chaqui_32","Cinchona pubescens","Rubiaceae","Cinchona","PP_Chaqui_32_Cinchona pubescens","PP_Chaqui_32","Cinchona pubescens",1,363.325958218544,48.2171947077697,10.6233787433723,3.08188473278189,11.7753341207976,29.5032197605226,11.3358483098489,3.10558663723836,2.68975153514784,2.49560510570031,2.92545843489319,91.2448482398773,0.258060453048106,0.374250726559883,0.374247698980436,0.398668618395145,561.493978587424,1881.18411199969,49.1664494427991,2.43917249543555,4.71075607601152
"PP_Chaqui_32_Weinmannia davidsonii","MDP0221","MDP0221.mzXML","weidav","PP_Chaqui_32","Weinmannia davidsonii","Cunoniaceae","Weinmannia","PP_Chaqui_32_Weinmannia davidsonii","PP_Chaqui_32","Weinmannia davidsonii",1,358.371733732769,42.907795117974,14.068393922574,2.22578944907098,17.5531617607319,28.0427441456769,14.7322107217517,3.51223632426827,2.94412197540569,2.44382185535611,2.59399982414521,129.835353576012,0.368063741832652,0.20588437544381,0.205871460092606,0.421963334443025,536.438650189763,1848.81542394902,46.393059160677,4.35873638772346,5.851648718859
"PP_Chaqui_32_Hedyosmum lechleri","MDP0211","MDP0211.mzXML","hedlec","PP_Chaqui_32","Hedyosmum lechleri","Chloranthaceae","Hedyosmum","PP_Chaqui_32_Hedyosmum lechleri","PP_Chaqui_32","Hedyosmum lechleri",64,396.108949957631,57.336096775533,7.92622573167848,5.33837946143943,9.97087379878452,30.6513245367711,8.08442573379129,6.0661860947925,3.97349946476861,3.4812049177484,3.14765900170138,102.618442810988,0.285614686054476,0.472443028838617,0.472226345949362,0.325312658300924,708.662868769996,2762.54488151039,50.9048822558381,2.80370846962023,5.20818003035208
"PP_Chaqui_32_Persea AF-15646","MDP0215","MDP0215.mzXML","per6AF15646","PP_Chaqui_32","Persea AF-15646","Lauraceae","Persea","PP_Chaqui_32_Persea AF-15646",NA,NA,15,364.004906768246,44.836362532885,12.1452540640334,3.3607322266552,15.2956114932351,28.1578951548181,12.6197393436919,4.40758961682224,2.54066479880617,2.23018597589961,2.59276370237168,131.000352404919,0.366534905025371,0.266870588942329,0.266812709095288,0.39349174355087,559.562841965143,2016.58397591687,44.9243781073718,4.17915650020378,6.08802751925148
"PP_Chaqui_32_Hedyosmum racemosum","MDP0212","MDP0212.mzXML","hedrac","PP_Chaqui_32","Hedyosmum racemosum","Chloranthaceae","Hedyosmum","PP_Chaqui_32_Hedyosmum racemosum","PP_Chaqui_32","Hedyosmum racemosum",4,263.52760121424,31.2417389052366,9.70364038103722,2.87122706913279,13.3740886367933,20.0675371031249,10.4774834076977,2.81633570608335,1.69274368967857,1.5788179832787,2.17618757218174,95.0280200877077,0.348832127486888,0.191184795213499,0.191121018161126,0.422834024678114,333.273771053301,1027.91856965501,29.4477504355336,2.31793309047028,4.49260000819287
"PP_Chaqui_32_Brunellia boliviana","MDP0204","MDP0204.mzXML","bru1bol","PP_Chaqui_32","Brunellia boliviana","Brunelliaceae","Brunellia","PP_Chaqui_32_Brunellia boliviana","PP_Chaqui_32","Brunellia boliviana",7,397.147848200206,58.0385095522355,6.18199477124267,3.60673057762352,10.5481863450216,31.3401848260641,6.5893019697303,3.72274810637683,4.33999362968609,3.5267838997276,3.2749602383508,100.53880273571,0.265661763103784,0.529543320204362,0.526192808714711,0.334071595898322,603.77564501204,2200.59763491198,58.700215099687,2.9761666618359,5.38076562750073
"PP_Chaqui_32_Weinmannia crassifolia","MDP0220","MDP0220.mzXML","weicra","PP_Chaqui_32","Weinmannia crassifolia","Cunoniaceae","Weinmannia","PP_Chaqui_32_Weinmannia crassifolia","PP_Chaqui_32","Weinmannia crassifolia",166,361.574982026265,44.4746197419409,11.5710694790639,3.72375450004869,16.3777317577965,27.8207964105461,12.1383026868849,5.14468425516819,2.4305991045984,2.15338320178439,2.52172308547103,130.218334651565,0.369801116004664,0.265294126902683,0.265275800592782,0.382974060009183,549.545175437157,1959.95189327511,44.2434762872986,3.59991618244812,6.05006233141527
"PP_Chaqui_32_Clethra GAT-2810","MDP0208","MDP0208.mzXML","cle3GAT2810","PP_Chaqui_32","Clethra GAT-2810","Clethraceae","Clethra","PP_Chaqui_32_Clethra GAT-2810",NA,NA,156,429.192967422022,65.5152275070302,6.84207465904501,4.89919842323395,7.95708115656606,33.8602304229852,6.96546044603032,5.10653588896574,5.515286645376,4.56751076428102,3.65598989197574,91.2517675475049,0.216074310876897,0.568961572285155,0.568038149693139,0.314220090304195,756.777334260104,3070.04322100627,61.4808111486022,2.83862884584411,4.61630338716686
"PP_Chaqui_32_Myrsine coriacea","MDP0214","MDP0214.mzXML","myr8cor","PP_Chaqui_32","Myrsine coriacea","Primulaceae","Myrsine","PP_Chaqui_32_Myrsine coriacea","PP_Chaqui_32","Myrsine coriacea",35,372.161286686123,47.2936156884372,10.8837835399957,4.21335354703748,14.3154557486244,28.604324855428,11.3738831274591,4.99995778980841,2.57107742219604,2.17355023524033,2.65304367744264,132.579360574552,0.368142001749863,0.326243706306897,0.325969972777106,0.368596517306039,586.798826975115,2192.0361310586,46.3169119626987,4.49570486575413,6.63162365470511
"PP_Chaqui_32_Weinmannia LC-4951","MDP0223","MDP0223.mzXML","weiLC4951","PP_Chaqui_32","Weinmannia LC-4951","Cunoniaceae","Weinmannia","PP_Chaqui_32_Weinmannia LC-4951",NA,NA,0,354.29176743835,40.9337489095799,13.3517101044333,2.30679811323377,19.1395655771381,27.563081085345,14.2043211602951,3.53147483553855,2.65305242501867,2.05608091854879,2.43974892251755,140.168531760186,0.397524254414366,0.170967626849901,0.170952419699184,0.43184633821659,510.412976174688,1776.35051260487,45.4314870582822,4.41525369059483,6.52801091509614
"PP_Chaqui_32_Clethra cuneata","MDP0207","MDP0207.mzXML","cle3cun","PP_Chaqui_32","Clethra cuneata","Clethraceae","Clethra","PP_Chaqui_32_Clethra cuneata","PP_Chaqui_32","Clethra cuneata",5,427.002889338036,60.5568197722587,9.48479418010306,4.28050324083021,10.5101108864319,33.5835011924348,9.7540274654649,4.76193598619656,4.60806859246112,3.73476180586174,3.33288069788945,117.504882560919,0.278413040720342,0.461448013596571,0.460735748511092,0.353031029963735,733.040269366391,2988.17838058767,59.438867810769,4.08375894403417,5.79480455817047
"PP_Chaqui_32_Weinmannia pinnata","MDP0224","MDP0224.mzXML","weipin","PP_Chaqui_32","Weinmannia pinnata","Cunoniaceae","Weinmannia","PP_Chaqui_32_Weinmannia pinnata","PP_Chaqui_32","Weinmannia pinnata",6,356.971475805708,41.8693260049362,12.5304734743535,2.66798405132292,18.501873678839,27.7046195663352,13.5387147834472,3.88479396943968,2.67329997941565,2.00895131226188,2.46434917696095,137.800556528061,0.390949288196535,0.204615644708826,0.204488661127653,0.421296302109708,515.761871449555,1809.63775118695,46.3565156645122,4.15615917267048,6.65638907660638
"PP_Chaqui_32_Symplocos mapiriensis","MDP0219","MDP0219.mzXML","sym2map","PP_Chaqui_32","Symplocos mapiriensis","Symplocaceae","Symplocos","PP_Chaqui_32_Symplocos mapiriensis","PP_Chaqui_32","Symplocos mapiriensis",9,373.796051808262,47.0163866302039,10.8271341744248,3.856578190989,13.970612256583,28.6526360639307,11.2112817032653,5.0675964481387,2.21698581987364,1.81628920892192,2.56621098187003,141.885589367519,0.387044346363467,0.289988647020297,0.289820621433588,0.376225077148846,603.412450664668,2279.92350121873,46.7887085635957,4.63602642838065,6.93938076523027
"PP_Chaqui_32_Weinmannia haenkeana","MDP0222","MDP0222.mzXML","weihae","PP_Chaqui_32","Weinmannia haenkeana","Cunoniaceae","Weinmannia","PP_Chaqui_32_Weinmannia haenkeana","PP_Chaqui_32","Weinmannia haenkeana",2,378.366621363518,47.0090220236894,12.1704584761145,3.16782534926828,15.4116296632403,29.3806773118385,12.6997869956031,4.39621890820775,2.64623998969535,2.27533712219614,2.6704944403579,135.403184238453,0.368294332695087,0.284505311618394,0.284425489675821,0.394831253446382,584.603127590191,2175.08822769194,48.2318448022428,4.5627008951432,6.60077615609352
"PP_Chaqui_32_Clusia ternstroemioides","MDP0210","MDP0210.mzXML","cluter","PP_Chaqui_32","Clusia ternstroemioides","Clusiaceae","Clusia","PP_Chaqui_32_Clusia ternstroemioides","PP_Chaqui_32","Clusia ternstroemioides",1,451.112852986093,57.2431925820707,13.2768823296962,4.02737002796401,13.8208542330244,35.3184075531767,13.6016868964689,5.55890502790364,3.71146870129667,3.28910213620501,3.17272288525388,141.392827483761,0.316932804069573,0.310419092161074,0.310080440037673,0.370353451556025,772.812688683606,3360.27565617782,59.7108268465651,4.20564708382071,6.93727283962547
"PP_Chaqui_32_Cavendishia bracteata","MDP0205","MDP0205.mzXML","cav2bra","PP_Chaqui_32","Cavendishia bracteata","Ericaceae","Cavendishia","PP_Chaqui_32_Cavendishia bracteata","PP_Chaqui_32","Cavendishia bracteata",3,372.616112996341,50.9069057952749,9.42873888313265,3.71658778495736,13.1397458049046,29.1112715702483,9.86788897459282,3.86525884378481,4.16952245254539,3.29828034433126,2.98664867789779,110.123922611439,0.31048845908875,0.362446272676831,0.361590649010385,0.370072678850383,579.834957256956,2080.13363971615,49.9193634064827,3.53907123171246,5.3350566251344
"PP_Chaqui_32_Prunus brittoniana","MDP0216","MDP0216.mzXML","pru2bri","PP_Chaqui_32","Prunus brittoniana","Rosaceae","Prunus","PP_Chaqui_32_Prunus brittoniana","PP_Chaqui_32","Prunus brittoniana",2,367.895684889183,47.5367578632912,10.4760882156215,3.34100871932827,12.8441393206561,28.5923340104477,10.743934773479,4.2277291520926,2.75290011732161,2.50513445447627,2.74810242179434,121.701021323554,0.339087848963504,0.310510844430544,0.310278814141142,0.389091530958773,576.097566810202,2111.50149566557,46.9007129867407,3.85513422505825,5.76541673262478
"PP_Chaqui_32_Bejaria aestuans","MDP0203","MDP0203.mzXML","bejaes","PP_Chaqui_32","Bejaria aestuans","Ericaceae","Bejaria","PP_Chaqui_32_Bejaria aestuans","PP_Chaqui_32","Bejaria aestuans",20,401.073432952303,63.1050468525504,5.26038166692619,5.9988368629336,8.89990928283244,31.2882742985244,5.50461739806601,4.88600650677619,6.67397873941882,5.0738123691314,3.64327061878751,78.4219218037292,0.210398326066548,0.550393725587241,0.549785387451214,0.292065039438273,691.073881403304,2603.61780431467,55.6841618983195,2.40365662429171,3.95438511685199
"PP_Chaqui_32_Sciodaphyllum ECQ-54","MDP0218","MDP0218.mzXML","sci2ECQ54","PP_Chaqui_32","Sciodaphyllum ECQ-54","Araliaceae","Sciodaphyllum","PP_Chaqui_32_Sciodaphyllum ECQ-54",NA,NA,2,367.8061975486,50.6588260651395,8.44606160570727,3.32693138623871,13.4814916302452,28.661334511256,8.87724967613062,3.79401984703082,4.20370154539254,3.27914751285726,2.99157397810031,105.835939292333,0.298161509806648,0.376603465760887,0.376383154567848,0.366509784177386,555.57013858667,2022.66983732994,50.6863499915623,2.99968924490122,5.045343051176
"PP_Chaqui_32_Prunus integrifolia","MDP0217","MDP0217.mzXML","pru2int","PP_Chaqui_32","Prunus integrifolia","Rosaceae","Prunus","PP_Chaqui_32_Prunus integrifolia","PP_Chaqui_32","Prunus integrifolia",25,367.705605170335,49.6054873305442,8.69939242803916,3.46728052086134,12.1899324543284,28.5849907632442,9.04854536663148,4.15532568721473,3.48647803217522,2.96158285749146,2.90778052547542,108.479244894044,0.302055136099714,0.364331727226554,0.363972479878478,0.373128210660632,580.261343464172,2118.95225436776,48.5320480150125,3.08962593615754,5.44179396228617
"PP_Fuerte_27_Prunus pleiantha","MDP0587","MDP0587.mzXML","pru2ple","PP_Fuerte_27","Prunus pleiantha","Rosaceae","Prunus","PP_Fuerte_27_Prunus pleiantha","PP_Fuerte_27","Prunus pleiantha",1,332.386553332494,39.3881247512307,13.2756916883145,3.37570868737165,14.853125500609,25.7652127789278,13.5122578237351,5.05218058419985,2.6508615692478,2.4995956362601,2.41993828063672,116.052491632614,0.350383069874597,0.184511005746992,0.184511005746992,0.419467395981788,497.008914796564,1569.45963452248,38.9175651542185,2.05640493561152,4.30380001105979
"PP_Fuerte_27_Pouteria hispida","MDP0585","MDP0585.mzXML","pou3his","PP_Fuerte_27","Pouteria hispida","Sapotaceae","Pouteria","PP_Fuerte_27_Pouteria hispida","PP_Fuerte_27","Pouteria hispida",1,404.403698210144,61.9390166799081,7.22642805653426,8.51427955753797,8.87641247620798,30.9503656243657,7.47478387947779,8.7251597011419,4.75761568142623,4.20837181596415,3.36585668682002,90.5600460282638,0.249054229407727,0.549392326197763,0.532192508509169,0.274020328916375,826.459798397618,3334.43151457288,47.234848312043,2.64085803844955,5.18849881073893
"PP_Fuerte_27_Myrcia sylvatica","MDP0572","MDP0572.mzXML","myr2syl","PP_Fuerte_27","Myrcia sylvatica","Myrtaceae","Myrcia","PP_Fuerte_27_Myrcia sylvatica","PP_Fuerte_27","Myrcia sylvatica",2,393.700090175482,58.2421158051739,6.9023529365772,6.7450176963936,9.63213937326043,30.527894445824,7.1897493345197,6.82855536805668,4.08211998904516,3.64030220618504,3.13618297168876,94.1464118529515,0.286444087723384,0.524593551126299,0.524593551126299,0.310093895008109,726.34422137737,2750.74195201714,50.0805404815327,1.759352166864,4.90796697263511
"PP_Fuerte_27_Protium montanum","MDP0586","MDP0586.mzXML","pro2mon","PP_Fuerte_27","Protium montanum","Burseraceae","Protium","PP_Fuerte_27_Protium montanum","PP_Fuerte_27","Protium montanum",22,342.337765750589,42.9088657877622,12.115846639723,3.37921813821324,14.729281424407,26.6777707741424,12.5858460152133,3.9160428276445,2.55577153879627,2.28525762884918,2.6392727975296,120.237363690615,0.366157410759151,0.238546822288454,0.236689878261659,0.39122619367262,528.497235834302,1876.1270877892,42.6433115541961,4.08587162214609,5.79335350646168
"PP_Fuerte_27_Myrcia sintenisii","MDP0571","MDP0571.mzXML","myr2sin","PP_Fuerte_27","Myrcia sintenisii","Myrtaceae","Myrcia","PP_Fuerte_27_Myrcia sintenisii","PP_Fuerte_27","Myrcia sintenisii",4,381.107089810704,49.0679583184579,13.0512495153418,4.32841709135875,15.0552825218248,29.861403928065,13.7114806140376,5.76434210605579,3.37340076948739,2.95040139174197,2.89450696533103,108.383834286517,0.285478544455276,0.291227557153406,0.291227557153406,0.38716245086773,648.593907712054,2428.79022392499,47.7451031306305,2.86940926261314,5.27282354971213
"PP_Fuerte_27_Helicostylis tovarensis","MDP0554","MDP0554.mzXML","hel2tov","PP_Fuerte_27","Helicostylis tovarensis","Moraceae","Helicostylis","PP_Fuerte_27_Helicostylis tovarensis","PP_Fuerte_27","Helicostylis tovarensis",51,351.507507345398,45.6073283292064,11.4102078350539,4.26018496349902,13.714126810928,27.2499906155112,11.8055895703697,4.85771615255626,2.36924873302485,2.18382396008876,2.70474415597634,118.751311895656,0.35526488792143,0.28254994659911,0.27910995998102,0.370085589205861,572.426596615751,2137.18855570304,42.5083898467834,3.98978502057972,5.90593911071274
"PP_Fuerte_27_Ocotea FZR-18951","MDP0580","MDP0580.mzXML","ocoFZR18951","PP_Fuerte_27","Ocotea FZR-18951","Lauraceae","Ocotea","PP_Fuerte_27_Ocotea FZR-18951",NA,NA,6,348.833836431618,44.2742557564834,13.3713985772995,3.15489019858155,16.12427117226,27.4528574988993,14.0414855393831,4.07002549049707,3.5095952615857,2.88503516538469,2.76889851785875,109.607130476258,0.321776089995271,0.220946016126843,0.220946016126843,0.427798154032257,562.239565303411,1946.06979171466,43.2696880011641,3.64689534150476,5.41347198377054
"PP_Fuerte_27_Tapirira guianensis","MDP0596","MDP0596.mzXML","tap1gui","PP_Fuerte_27","Tapirira guianensis","Anacardiaceae","Tapirira","PP_Fuerte_27_Tapirira guianensis","PP_Fuerte_27","Tapirira guianensis",9,396.647628422654,52.9001349651487,11.3751895847234,5.08506164615556,14.5458773818854,30.9878175307523,11.8971151564836,5.74826815843644,3.97655496558352,3.51203172732454,3.00484503729931,116.722680617567,0.321633452818252,0.337874064683399,0.337552802403353,0.368555592613983,704.925508166659,2723.01995043321,50.4097553719636,3.37252418678189,5.80410822346203
"PP_Fuerte_27_Guatteria punctata","MDP0553","MDP0553.mzXML","gua4pun","PP_Fuerte_27","Guatteria punctata","Annonaceae","Guatteria","PP_Fuerte_27_Guatteria punctata","PP_Fuerte_27","Guatteria punctata",43,347.913814679255,44.1019690727334,13.7435289977976,1.8951162707309,12.9755347109342,27.8580611832497,14.0737028905146,2.87460631369111,2.60570365438381,2.72819762621002,2.81791586341488,104.871634097345,0.293659697929668,0.259843593579304,0.257826192521028,0.422282476603311,517.012351141738,1771.50919476781,45.4701939935458,3.81621620274698,4.78593881555472
"PP_Fuerte_27_Ladenbergia oblongifolia","MDP0561","MDP0561.mzXML","ladobl","PP_Fuerte_27","Ladenbergia oblongifolia","Rubiaceae","Ladenbergia","PP_Fuerte_27_Ladenbergia oblongifolia","PP_Fuerte_27","Ladenbergia oblongifolia",1,381.699308765198,53.6478586391978,7.6238359238084,3.00805500490119,8.95496228543219,30.1553662162199,7.80017713076956,3.263433769829,3.09198581251251,2.78216789515431,3.0041772924347,110.986146338095,0.319426303444096,0.488517947324888,0.488517947324888,0.345316951555013,578.167131178307,2177.22842107222,55.0663729078349,3.25993646261867,5.29444154341338
"PP_Fuerte_27_Ocotea aciphylla","MDP0576","MDP0576.mzXML","ocoaci","PP_Fuerte_27","Ocotea aciphylla","Lauraceae","Ocotea","PP_Fuerte_27_Ocotea aciphylla","PP_Fuerte_27","Ocotea aciphylla",21,382.121527015619,51.8499517028175,11.5146130434528,4.73099464587488,12.8635356070006,29.7183312091629,11.8577566401052,6.44869382481645,2.7290380772316,3.16458620446133,3.01175089797208,98.1565137198076,0.258732702553751,0.356659030098601,0.356389344976555,0.324724165489437,640.645938129691,2303.5181926319,46.4927551625356,2.45916463033002,4.30862713166789
"PP_Fuerte_27_Oreopanax trollii","MDP0582","MDP0582.mzXML","oretro","PP_Fuerte_27","Oreopanax trollii","Araliaceae","Oreopanax","PP_Fuerte_27_Oreopanax trollii","PP_Fuerte_27","Oreopanax trollii",1,368.550508241259,54.7761718694176,6.64598775738388,3.17356056946176,9.17515329062699,29.365960184052,6.91350848896888,3.57234058998656,5.14838644126983,4.06082180389062,3.31260183065122,79.1800890318073,0.225264155817951,0.480947832069021,0.479380600363519,0.363569531249623,587.629287196627,2178.88663038214,52.9579677036668,2.07002882013936,4.23559115249348
"PP_Fuerte_27_Sloanea rufa","MDP0594","MDP0594.mzXML","sloruf","PP_Fuerte_27","Sloanea rufa","Elaeocarpaceae","Sloanea","PP_Fuerte_27_Sloanea rufa","PP_Fuerte_27","Sloanea rufa",2,397.832456296145,59.2291715624177,8.00740466739576,4.09129861328195,9.64152821055818,31.6902910236749,8.21336555461659,3.8597197793744,5.24649725662146,4.30448655377893,3.47516038978533,86.8228052373708,0.228362221897186,0.501571377874002,0.496905381946563,0.347322743366912,676.911222260811,2478.27430061015,55.9189157503024,2.77825524286764,4.4676297134197
"PP_Fuerte_27_Cupania CMG-2731","MDP0545","MDP0545.mzXML","cupCMG2731","PP_Fuerte_27","Cupania CMG-2731","Sapindaceae","Cupania","PP_Fuerte_27_Cupania CMG-2731",NA,NA,4,350.439689236857,47.4671187238032,10.0472408372559,4.69964605065622,13.3770707208742,27.0133860142305,10.5759282514448,5.2257495373516,3.11815376084595,2.67478025153238,2.81055240025959,101.798601665307,0.310873875054507,0.402476863815269,0.401921020462558,0.330508030767479,568.184927068408,2075.59842953022,43.132794656708,2.86376640842469,5.04545703552285
"PP_Fuerte_27_Myrsine DAR-264","MDP0573","MDP0573.mzXML","myr8DAR264","PP_Fuerte_27","Myrsine DAR-264","Primulaceae","Myrsine","PP_Fuerte_27_Myrsine DAR-264",NA,NA,5,366.613995990517,52.7491573386481,7.86577203139939,5.46574508946412,9.76934710142135,28.3685458187864,8.07323711651131,5.81218012070664,3.84947985123708,3.45048354214597,3.01630909817806,95.3277970899783,0.297110705128564,0.439329246879334,0.439329246879334,0.333499866250887,638.537238968027,2338.57324147964,45.6418526678869,2.38031598803073,4.88985572090287
"PP_Fuerte_27_Myrsine pellucida","MDP0574","MDP0574.mzXML","myr8pel","PP_Fuerte_27","Myrsine pellucida","Primulaceae","Myrsine","PP_Fuerte_27_Myrsine pellucida","PP_Fuerte_27","Myrsine pellucida",13,358.115969972141,51.7448460002992,6.5786581095186,6.47104032434738,8.88476013959815,27.4107162095918,6.77119237032949,6.40683731292694,3.22525621506897,2.94506060032537,2.87832846528064,97.2896531522473,0.30374776196885,0.477498756073262,0.477498756073262,0.296310893086675,618.202246205549,2276.37877096394,43.3574203350932,2.25865194481835,4.98010149341617
"PP_Fuerte_27_Mollinedia repanda","MDP0568","MDP0568.mzXML","molrep","PP_Fuerte_27","Mollinedia repanda","Monimiaceae","Mollinedia","PP_Fuerte_27_Mollinedia repanda","PP_Fuerte_27","Mollinedia repanda",8,379.683792685445,51.0705133153065,11.6526578503767,4.98851123254079,11.3185736054173,29.6723592759267,12.0063661533123,5.37060570166254,2.98790445080653,2.955598870251,2.94730000168147,112.697766426295,0.317704964871403,0.412736211566702,0.408578181743865,0.322933995186149,681.723999134176,2680.74453537847,47.4842073022682,3.94993934304452,5.67085542410458
"PP_Fuerte_27_Ocotea floribunda","MDP0579","MDP0579.mzXML","ocoflo","PP_Fuerte_27","Ocotea floribunda","Lauraceae","Ocotea","PP_Fuerte_27_Ocotea floribunda","PP_Fuerte_27","Ocotea floribunda",8,318.494501205937,42.8502280337614,12.6688413610034,2.11852296083106,12.7681363618141,25.8595972546988,13.0897391032743,3.0798903168656,2.73719389371642,3.05198531697789,2.93822733040445,67.2912606245187,0.210374853674863,0.302542918875083,0.302318273118757,0.402766295563497,431.928028270419,1276.38722110674,42.1051217410086,2.16647131007947,2.91203969520024
"PP_Fuerte_27_Endlicheria AF-20980","MDP0548","MDP0548.mzXML","endAF20980","PP_Fuerte_27","Endlicheria AF-20980","Lauraceae","Endlicheria","PP_Fuerte_27_Endlicheria AF-20980",NA,NA,1,345.987502230996,45.0178331302028,11.1085142881624,3.95228754516205,13.3995411285672,26.9218486950407,11.5566555139566,4.23243774845212,3.19076619559871,2.81972291752322,2.75151153121001,113.279445828873,0.343012844244431,0.2959425896691,0.295011457981874,0.377170849014281,553.809976924044,1967.02398624799,42.9663434473118,3.83605498181089,5.51417474331816
"PP_Fuerte_27_Persea AF-12248","MDP0583","MDP0583.mzXML","per6AF12248","PP_Fuerte_27","Persea AF-12248","Lauraceae","Persea","PP_Fuerte_27_Persea AF-12248",NA,NA,2,334.521178114072,43.6755480676421,11.4785393384517,3.20589616086843,12.4706457420802,26.1612414072841,11.7926211493481,3.93916958423626,2.79531039335985,2.61344358629134,2.75202954397475,99.2042654197912,0.292078558498676,0.298719947696701,0.298227660582305,0.380963565121455,510.557912228003,1793.60576203698,41.4208454958533,3.21727336751495,4.86471582995242
"PP_Fuerte_27_Weinmannia lechleriana","MDP0599","MDP0599.mzXML","weilec","PP_Fuerte_27","Weinmannia lechleriana","Cunoniaceae","Weinmannia","PP_Fuerte_27_Weinmannia lechleriana","PP_Fuerte_27","Weinmannia lechleriana",14,378.947959505991,48.2008409835288,12.1188992684578,3.39122952431356,16.6263382135946,29.4150989314613,12.7796994664454,4.64127975143608,3.313220846994,2.74576997734464,2.76295664447907,124.613226397655,0.345313544072743,0.28559815759568,0.285459734108314,0.386905651312428,593.97261200942,2193.79971178364,48.9173158957585,3.69086574625678,5.9803713182059
"PP_Fuerte_27_Banisteriopsis padifolia","MDP0534","MDP0534.mzXML","ban2pad","PP_Fuerte_27","Banisteriopsis padifolia","Malpighiaceae","Banisteriopsis","PP_Fuerte_27_Banisteriopsis padifolia","PP_Fuerte_27","Banisteriopsis padifolia",1,343.226548181528,42.6375124308444,11.9284935243359,2.68889824808114,12.7049581263648,26.8826238405139,12.3082092256311,3.5247538049217,2.60648908509124,2.36053114677709,2.65127325213979,119.270780158514,0.35508401342949,0.231442825081477,0.231442825081477,0.429936241218405,530.494151093587,1852.62400634613,42.8339037503811,4.12381061937995,5.81381425568837
"PP_Fuerte_27_Podocarpus ingensis","MDP0584","MDP0584.mzXML","poding","PP_Fuerte_27","Podocarpus ingensis","Podocarpaceae","Podocarpus","PP_Fuerte_27_Podocarpus ingensis","PP_Fuerte_27","Podocarpus ingensis",2,402.66725118597,52.2326845140408,13.2091814891499,3.92634561545207,13.9604354483016,31.5345833073299,13.6347066920868,5.409338803096,3.06186148095803,2.80753900174358,2.94218543183706,123.501711820352,0.310117043858575,0.354545009810675,0.353999303896608,0.383485865154399,711.023694673672,2744.38643460455,50.0209680829588,3.97772278597359,6.13348735767459
"PP_Fuerte_27_Miconia AF-7149","MDP0563","MDP0563.mzXML","mic1AF7149","PP_Fuerte_27","Miconia AF-7149","Melastomataceae","Miconia","PP_Fuerte_27_Miconia AF-7149",NA,NA,4,290.248369046447,45.9999297644174,4.23840822667715,7.21805772531492,7.38626902856145,21.6136827105406,4.45324031984567,6.47357297843408,2.38816180467053,2.93001158382413,2.76918079211454,62.644348560837,0.272957643593825,0.684433068525508,0.684422258692032,0.16891682428726,499.531071651026,1842.15903144802,32.3856139760711,1.71034838615366,3.75079435213462
"PP_Fuerte_27_Aiouea AF-9030","MDP0529","MDP0529.mzXML","aioAF9030","PP_Fuerte_27","Aiouea AF-9030","Lauraceae","Aiouea","PP_Fuerte_27_Aiouea AF-9030",NA,NA,5,334.035259792579,45.3161641955383,10.4895871306875,3.76863243476507,13.3663216292714,26.2344909119384,11.0226190478824,4.24185894194636,3.31951850789992,2.99067286146289,2.86240119837853,90.2233442830696,0.27163298167857,0.333588526333286,0.333504314889723,0.395272524330427,516.771069789145,1778.7496034353,41.7423076772529,2.47726738992779,4.69721165259289
"PP_Fuerte_27_Agouticarpa curviflora","MDP0528","MDP0528.mzXML","ago2cur","PP_Fuerte_27","Agouticarpa curviflora","Rubiaceae","Agouticarpa","PP_Fuerte_27_Agouticarpa curviflora","PP_Fuerte_27","Agouticarpa curviflora",1,341.651635444314,45.6045050792153,10.789604336773,4.0570765158278,11.6516984541134,26.4293367610037,11.074841996643,4.70360564908545,3.13987585844621,2.94487490521533,2.80767542918107,99.9762429176115,0.306403871595813,0.323815641622775,0.323171147853176,0.384474211375462,552.321909498332,1996.68184487564,40.9045085750417,2.99277418339884,4.70797950506309
