"","filename","ATTRIBUTE_CollectionNumber","ATTRIBUTE_Family","ATTRIBUTE_Genus","ATTRIBUTE_Species","ATTRIBUTE_Genus_species","ATTRIBUTE_SpeciesCode","ATTRIBUTE_Latitude","ATTRIBUTE_Longitude"
"2774","MDP0175.mzXML","pool","Araliaceae","Oreopanax","boliviensis","Oreopanax_boliviensis","orebol",-14.1892,-68.3339
"2775","MDP0176.mzXML","pool","Lauraceae","Persea","AF-15646","Persea_AF-15646","per6AF15646",-14.1892,-68.3339
"2776","MDP0177.mzXML","pool","Lauraceae","Persea","LC-3703","Persea_LC-3703","per6LC3703",-14.1892,-68.3339
"2777","MDP0178.mzXML","pool","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"2778","MDP0179.mzXML","pool","Meliaceae","Ruagea","glabra","Ruagea_glabra","ruagla",-14.1892,-68.3339
"2779","MDP0180.mzXML","pool","Solanaceae","Solanum","clandestinum","Solanum_clandestinum","solcla",-14.1892,-68.3339
"2780","MDP0181.mzXML","pool","Solanaceae","Solanum","maturecalvans","Solanum_maturecalvans","solmat",-14.1892,-68.3339
"2781","MDP0182.mzXML","pool","Solanaceae","Solanum","ochrophyllum","Solanum_ochrophyllum","soloch",-14.1892,-68.3339
"2782","MDP0183.mzXML","pool","Symplocaceae","Symplocos","AF-19446","Symplocos_AF-19446","sym2AF19446",-14.1892,-68.3339
"2783","MDP0184.mzXML","pool","Symplocaceae","Symplocos","mapiriensis","Symplocos_mapiriensis","sym2map",-14.1892,-68.3339
"2784","MDP0185.mzXML","pool","Symplocaceae","Symplocos","quitensis","Symplocos_quitensis","sym2qui",-14.1892,-68.3339
"2785","MDP0186.mzXML","pool","Melastomataceae","Tessmannianthus","ECQ-74","Tessmannianthus_ECQ-74","tesECQ74",-14.1892,-68.3339
"2786","MDP0187.mzXML","pool","Melastomataceae","Tibouchina","calycina","Tibouchina_calycina","tibcal",-14.1892,-68.3339
"2787","MDP0188.mzXML","pool","Cunoniaceae","Weinmannia","davidsonii","Weinmannia_davidsonii","weidav",-14.1892,-68.3339
"2788","MDP0189.mzXML","pool",NA,NA,NA,"NA_NA","weihir",-14.1892,-68.3339
"2789","MDP0190.mzXML","pool","Cunoniaceae","Weinmannia","pinnata","Weinmannia_pinnata","weipin",-14.1892,-68.3339
"2790","MDP0191.mzXML","pool","Clethraceae","Clethra","ferruginea","Clethra_ferruginea","cle3fer",-14.1892,-68.3339
"2791","MDP0192.mzXML","pool","Asteraceae","Gynoxys","mandonii","Gynoxys_mandonii","gynman",-14.1892,-68.3339
"2792","MDP0193.mzXML","pool","Rosaceae","Hesperomeles","ferruginea","Hesperomeles_ferruginea","hesfer",-14.1892,-68.3339
"2793","MDP0194.mzXML","pool","Melastomataceae","Miconia","mandonii","Miconia_mandonii","mic1man",-14.1892,-68.3339
"2794","MDP0195.mzXML","pool","Melastomataceae","Miconia","theaezans","Miconia_theaezans","mic1the",-14.1892,-68.3339
"2795","MDP0196.mzXML","pool","Primulaceae","Myrsine","dependens","Myrsine_dependens","myr8dep",-14.1892,-68.3339
"2796","MDP0197.mzXML","pool","Asteraceae","Nordenstamia","repanda","Nordenstamia_repanda","norrep",-14.1892,-68.3339
"2797","MDP0198.mzXML","pool","Asteraceae","Pentacalia","herzogii","Pentacalia_herzogii","pen1her",-14.1892,-68.3339
"2798","MDP0199.mzXML","pool","Lauraceae","Persea","LSC-27","Persea_LSC-27","per6LSC27",-14.1892,-68.3339
"2799","MDP0200.mzXML","pool","Rosaceae","Prunus","brittoniana","Prunus_brittoniana","pru2bri",-14.1892,-68.3339
"2800","MDP0201.mzXML","pool","Symplocaceae","Symplocos","fimbriata","Symplocos_fimbriata","sym2fim",-14.1892,-68.3339
"2801","MDP0202.mzXML","pool","Cunoniaceae","Weinmannia","fagaroides","Weinmannia_fagaroides","weifag",-14.1892,-68.3339
"2802","MDP0203.mzXML","pool","Ericaceae","Bejaria","aestuans","Bejaria_aestuans","bejaes",-14.1892,-68.3339
"2803","MDP0204.mzXML","pool","Brunelliaceae","Brunellia","boliviana","Brunellia_boliviana","bru1bol",-14.1892,-68.3339
"2804","MDP0205.mzXML","pool","Ericaceae","Cavendishia","bracteata","Cavendishia_bracteata","cav2bra",-14.1892,-68.3339
"2805","MDP0206.mzXML","pool","Rubiaceae","Cinchona","pubescens","Cinchona_pubescens","cin1pub",-14.1892,-68.3339
"2806","MDP0207.mzXML","pool","Clethraceae","Clethra","cuneata","Clethra_cuneata","cle3cun",-14.1892,-68.3339
"2807","MDP0208.mzXML","pool","Clethraceae","Clethra","GAT-2810","Clethra_GAT-2810","cle3GAT2810",-14.1892,-68.3339
"2808","MDP0209.mzXML","pool","Clusiaceae","Clusia","multiflora","Clusia_multiflora","clumul",-14.1892,-68.3339
"2809","MDP0210.mzXML","pool","Clusiaceae","Clusia","ternstroemioides","Clusia_ternstroemioides","cluter",-14.1892,-68.3339
"2810","MDP0211.mzXML","pool","Chloranthaceae","Hedyosmum","lechleri","Hedyosmum_lechleri","hedlec",-14.1892,-68.3339
"2811","MDP0212.mzXML","pool","Chloranthaceae","Hedyosmum","racemosum","Hedyosmum_racemosum","hedrac",-14.1892,-68.3339
"2812","MDP0213.mzXML","pool","Melastomataceae","Miconia","biacuta","Miconia_biacuta","mic1bia",-14.1892,-68.3339
"2813","MDP0214.mzXML","pool","Primulaceae","Myrsine","coriacea","Myrsine_coriacea","myr8cor",-14.1892,-68.3339
"2814","MDP0215.mzXML","pool","Lauraceae","Persea","AF-15646","Persea_AF-15646","per6AF15646",-14.1892,-68.3339
"2815","MDP0216.mzXML","pool","Rosaceae","Prunus","brittoniana","Prunus_brittoniana","pru2bri",-14.1892,-68.3339
"2816","MDP0217.mzXML","pool","Rosaceae","Prunus","integrifolia","Prunus_integrifolia","pru2int",-14.1892,-68.3339
"2817","MDP0218.mzXML","pool","Araliaceae","Sciodaphyllum","ECQ-54","Sciodaphyllum_ECQ-54","sci2ECQ54",-14.1892,-68.3339
"2818","MDP0219.mzXML","pool","Symplocaceae","Symplocos","mapiriensis","Symplocos_mapiriensis","sym2map",-14.1892,-68.3339
"2819","MDP0220.mzXML","pool","Cunoniaceae","Weinmannia","crassifolia","Weinmannia_crassifolia","weicra",-14.1892,-68.3339
"2820","MDP0221.mzXML","pool","Cunoniaceae","Weinmannia","davidsonii","Weinmannia_davidsonii","weidav",-14.1892,-68.3339
"2821","MDP0222.mzXML","pool","Cunoniaceae","Weinmannia","haenkeana","Weinmannia_haenkeana","weihae",-14.1892,-68.3339
"2822","MDP0223.mzXML","pool","Cunoniaceae","Weinmannia","LC-4951","Weinmannia_LC-4951","weiLC4951",-14.1892,-68.3339
"2823","MDP0224.mzXML","pool","Cunoniaceae","Weinmannia","pinnata","Weinmannia_pinnata","weipin",-14.1892,-68.3339
"2824","MDP0225.mzXML","pool","Lauraceae","Aiouea","AF-9030","Aiouea_AF-9030","aioAF9030",-14.1892,-68.3339
"2825","MDP0226.mzXML","pool","Euphorbiaceae","Alchornea","triplinervia","Alchornea_triplinervia","alctri",-14.1892,-68.3339
"2826","MDP0227.mzXML","pool","Rubiaceae","Alibertia","GAT-2099","Alibertia_GAT-2099","ali1GAT2099",-14.1892,-68.3339
"2827","MDP0228.mzXML","pool","Annonaceae","Annona","boliviana","Annona_boliviana","annbol",-14.1892,-68.3339
"2828","MDP0229.mzXML","pool","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"2829","MDP0230.mzXML","pool","Moraceae","Brosimum","lactescens","Brosimum_lactescens","bro2lac",-14.1892,-68.3339
"2830","MDP0231.mzXML","pool","Malpighiaceae","Byrsonima","spicata","Byrsonima_spicata","byrspi",-14.1892,-68.3339
"2831","MDP0232.mzXML","pool","Salicaceae","Casearia","arborea","Casearia_arborea","casarb",-14.1892,-68.3339
"2832","MDP0233.mzXML","pool","Cannabaceae","Celtis","schippii","Celtis_schippii","cel2sch",-14.1892,-68.3339
"2833","MDP0234.mzXML","pool","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium_cognatum","checog",-14.1892,-68.3339
"2834","MDP0235.mzXML","pool","Rubiaceae","Cinchona","calisaya","Cinchona_calisaya","cin1cal",-14.1892,-68.3339
"2835","MDP0236.mzXML","pool","Moraceae","Clarisia","biflora","Clarisia_biflora","cla1bif",-14.1892,-68.3339
"2836","MDP0237.mzXML","pool","Moraceae","Clarisia","racemosa","Clarisia_racemosa","cla1rac",-14.1892,-68.3339
"2837","MDP0238.mzXML","pool","Polygonaceae","Coccoloba","mollis","Coccoloba_mollis","coc1mol",-14.1892,-68.3339
"2838","MDP0239.mzXML","pool","Fabaceae","Copaifera","langsdorffii","Copaifera_langsdorffii","coplan",-14.1892,-68.3339
"2839","MDP0240.mzXML","pool","Urticaceae","Coussapoa","manuensis","Coussapoa_manuensis","cou2man",-14.1892,-68.3339
"2840","MDP0241.mzXML","pool","Lauraceae","Cryptocarya","RS-7155","Cryptocarya_RS-7155","cryRS7155",-14.1892,-68.3339
"2841","MDP0242.mzXML","pool","Burseraceae","Dacryodes","sudyungasensis","Dacryodes_sudyungasensis","dacsud",-14.1892,-68.3339
"2842","MDP0243.mzXML","pool","Araliaceae","Didymopanax","AF-17370","Didymopanax_AF-17370","didAF17370",-14.1892,-68.3339
"2843","MDP0244.mzXML","pool","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"2844","MDP0245.mzXML","pool","Lauraceae","Endlicheria","ALM-229","Endlicheria_ALM-229","endALM229",-14.1892,-68.3339
"2845","MDP0246.mzXML","pool","Malvaceae","Eriotheca","macrophylla","Eriotheca_macrophylla","eri1mac",-14.1892,-68.3339
"2846","MDP0247.mzXML","pool","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"2847","MDP0248.mzXML","pool","Moraceae","Ficus","americana","Ficus_americana","ficame",-14.1892,-68.3339
"2848","MDP0249.mzXML","pool","Clusiaceae","Garcinia","macrophylla","Garcinia_macrophylla","garmac",-14.1892,-68.3339
"2849","MDP0250.mzXML","pool","Clusiaceae","Garcinia","madruno","Garcinia_madruno","garmad",-14.1892,-68.3339
"2850","MDP0251.mzXML","pool","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"2851","MDP0252.mzXML","pool","Melastomataceae","Graffenrieda","limbata","Graffenrieda_limbata","gralim",-14.1892,-68.3339
"2852","MDP0253.mzXML","pool","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"2853","MDP0254.mzXML","pool","Bignoniaceae","Handroanthus","serratifolius","Handroanthus_serratifolius","hanser",-14.1892,-68.3339
"2854","MDP0255.mzXML","pool","Moraceae","Helicostylis","tomentosa","Helicostylis_tomentosa","hel2tom",-14.1892,-68.3339
"2855","MDP0256.mzXML","pool","Malpighiaceae","Heteropterys","laurifolia","Heteropterys_laurifolia","hetlau",-14.1892,-68.3339
"2856","MDP0257.mzXML","pool","Phyllanthaceae","Hieronyma","NA-445","Hieronyma_NA-445","hieNA445",-14.1892,-68.3339
"2857","MDP0258.mzXML","pool","Chrysobalanaceae","Hirtella","lightioides","Hirtella_lightioides","hir2lig",-14.1892,-68.3339
"2858","MDP0259.mzXML","pool","Fabaceae","Inga","acreana","Inga_acreana","ingacr",-14.1892,-68.3339
"2859","MDP0260.mzXML","pool","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"2860","MDP0261.mzXML","pool","Fabaceae","Inga","marginata","Inga_marginata","ingmar",-14.1892,-68.3339
"2861","MDP0262.mzXML","pool","Juglandaceae","Juglans","boliviana","Juglans_boliviana","jugbol",-14.1892,-68.3339
"2862","MDP0263.mzXML","pool","Lacistemataceae","Lacistema","aggregatum","Lacistema_aggregatum","lac2agg",-14.1892,-68.3339
"2863","MDP0264.mzXML","pool","Rubiaceae","Ladenbergia","oblongifolia","Ladenbergia_oblongifolia","ladobl",-14.1892,-68.3339
"2864","MDP0265.mzXML","pool","Sabiaceae","Meliosma","ALM-190","Meliosma_ALM-190","melALM190",-14.1892,-68.3339
"2865","MDP0266.mzXML","pool","Melastomataceae","Miconia","ALM-173","Miconia_ALM-173","mic1ALM173",-14.1892,-68.3339
"2866","MDP0267.mzXML","pool","Melastomataceae","Miconia","dolichorrhyncha","Miconia_dolichorrhyncha","mic1dol",-14.1892,-68.3339
"2867","MDP0268.mzXML","pool","Monimiaceae","Mollinedia","repanda","Mollinedia_repanda","molrep",-14.1892,-68.3339
"2868","MDP0269.mzXML","pool","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"2869","MDP0270.mzXML","pool","Myrtaceae","Myrcia","sintenisii","Myrcia_sintenisii","myr2sin",-14.1892,-68.3339
"2870","MDP0271.mzXML","pool","Primulaceae","Myrsine","latifolia","Myrsine_latifolia","myr8lat",-14.1892,-68.3339
"2871","MDP0272.mzXML","pool","Lauraceae","Nectandra","acutifolia","Nectandra_acutifolia","necacu",-14.1892,-68.3339
"2872","MDP0273.mzXML","pool","Lauraceae","Nectandra","AF-7278","Nectandra_AF-7278","necAF7278",-14.1892,-68.3339
"2873","MDP0274.mzXML","pool","Lauraceae","Nectandra","cissiflora","Nectandra_cissiflora","neccis",-14.1892,-68.3339
"2874","MDP0275.mzXML","pool","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"2875","MDP0276.mzXML","pool","Lauraceae","Ocotea","ALM-253","Ocotea_ALM-253","ocoALM253",-14.1892,-68.3339
"2876","MDP0277.mzXML","pool","Lauraceae","Ocotea","ALM-63","Ocotea_ALM-63","ocoALM63",-14.1892,-68.3339
"2877","MDP0278.mzXML","pool","Lauraceae","Ocotea","oblonga","Ocotea_oblonga","ocoobl",-14.1892,-68.3339
"2878","MDP0279.mzXML","pool","Chrysobalanaceae","Parinari","occidentalis","Parinari_occidentalis","par4occ",-14.1892,-68.3339
"2879","MDP0280.mzXML","pool","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"2880","MDP0281.mzXML","pool","Lauraceae","Persea","peruviana","Persea_peruviana","per6per",-14.1892,-68.3339
"2881","MDP0282.mzXML","pool","Lauraceae","Persea","subcordata","Persea_subcordata","per6sub",-14.1892,-68.3339
"2882","MDP0283.mzXML","pool","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"2883","MDP0284.mzXML","pool","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"2884","MDP0285.mzXML","pool","Urticaceae","Pourouma","guianensis","Pourouma_guianensis","pou2gui",-14.1892,-68.3339
"2885","MDP0286.mzXML","pool","Sapotaceae","Pouteria","bilocularis","Pouteria_bilocularis","pou3bil",-14.1892,-68.3339
"2886","MDP0287.mzXML","pool","Sapotaceae","Pouteria","hispida","Pouteria_hispida","pou3his",-14.1892,-68.3339
"2887","MDP0288.mzXML","pool","Rosaceae","Prunus","GAT-2091","Prunus_GAT-2091","pru2GAT2091",-14.1892,-68.3339
"2888","MDP0289.mzXML","pool","Moraceae","Pseudolmedia","LC-4490","Pseudolmedia_LC-4490","pse2LC4490",-14.1892,-68.3339
"2889","MDP0290.mzXML","pool","Moraceae","Pseudolmedia","rigida","Pseudolmedia_rigida","pse2rig",-14.1892,-68.3339
"2890","MDP0291.mzXML","pool","Lauraceae","Rhodostemonodaphne","kunthiana","Rhodostemonodaphne_kunthiana","rhokun",-14.1892,-68.3339
"2891","MDP0292.mzXML","pool","Sapotaceae","Sarcaulus","brasiliensis","Sarcaulus_brasiliensis","sar2bra",-14.1892,-68.3339
"2892","MDP0293.mzXML","pool","Rubiaceae","Schizocalyx","obovatus","Schizocalyx_obovatus","sch4obo",-14.1892,-68.3339
"2893","MDP0294.mzXML","pool","Sapindaceae","Serjania","LC-4985","Serjania_LC-4985","serLC4985",-14.1892,-68.3339
"2894","MDP0295.mzXML","pool","Simaroubaceae","Simarouba","amara","Simarouba_amara","sim1ama",-14.1892,-68.3339
"2895","MDP0296.mzXML","pool","Moraceae","Sorocea","guilleminiana","Sorocea_guilleminiana","sorgui",-14.1892,-68.3339
"2896","MDP0297.mzXML","pool","Symplocaceae","Symplocos","ALM-260","Symplocos_ALM-260","sym2ALM260",-14.1892,-68.3339
"2897","MDP0298.mzXML","pool","Symplocaceae","Symplocos","mapiriensis","Symplocos_mapiriensis","sym2map",-14.1892,-68.3339
"2898","MDP0299.mzXML","pool","Fabaceae","Tachigali","alba","Tachigali_alba","tac2alb",-14.1892,-68.3339
"2899","MDP0300.mzXML","pool","Anacardiaceae","Tapirira","guianensis","Tapirira_guianensis","tap1gui",-14.1892,-68.3339
"2900","MDP0301.mzXML","pool","Urticaceae","Urera","verrucosa","Urera_verrucosa","urever",-14.1892,-68.3339
"2901","MDP0302.mzXML","pool","Myristicaceae","Virola","peruviana","Virola_peruviana","virper",-14.1892,-68.3339
"2902","MDP0303.mzXML","pool","Myristicaceae","Virola","sebifera","Virola_sebifera","virseb",-14.1892,-68.3339
"2903","MDP0304.mzXML","pool","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"2904","MDP0305.mzXML","pool","Lauraceae","Aniba","AEC-243","Aniba_AEC-243","aniAEC243",-14.1892,-68.3339
"2905","MDP0306.mzXML","pool","Lauraceae","Aniba","guianensis","Aniba_guianensis","anigui",-14.1892,-68.3339
"2906","MDP0307.mzXML","pool","Annonaceae","Annona","RSS-85","Annona_RSS-85","annRSS85",-14.1892,-68.3339
"2907","MDP0308.mzXML","pool","Apocynaceae","Aspidosperma","rigidum","Aspidosperma_rigidum","asp1rig",-14.1892,-68.3339
"2908","MDP0309.mzXML","pool","Rubiaceae","Bathysa","australis","Bathysa_australis","bat1aus",-14.1892,-68.3339
"2909","MDP0310.mzXML","pool","Moraceae","Brosimum","guianense","Brosimum_guianense","bro2gui",-14.1892,-68.3339
"2910","MDP0311.mzXML","pool","Combretaceae","Buchenavia","oxycarpa","Buchenavia_oxycarpa","bucoxy",-14.1892,-68.3339
"2911","MDP0312.mzXML","pool","Malpighiaceae","Byrsonima","arthropoda","Byrsonima_arthropoda","byrart",-14.1892,-68.3339
"2912","MDP0313.mzXML","pool","Calophyllaceae","Calophyllum","brasiliense","Calophyllum_brasiliense","cal5bra",-14.1892,-68.3339
"2913","MDP0314.mzXML","pool","Salicaceae","Casearia","arborea","Casearia_arborea","casarb",-14.1892,-68.3339
"2914","MDP0315.mzXML","pool","Sapindaceae","Cupania","CMG-2731","Cupania_CMG-2731","cupCMG2731",-14.1892,-68.3339
"2915","MDP0316.mzXML","pool","Burseraceae","Dacryodes","sudyungasensis","Dacryodes_sudyungasensis","dacsud",-14.1892,-68.3339
"2916","MDP0317.mzXML","pool",NA,"Dendropanax","williamsii","Dendropanax_williamsii","den2wil",-14.1892,-68.3339
"2917","MDP0318.mzXML","pool","Lauraceae","Endlicheria","szyszylowiczii","Endlicheria_szyszylowiczii","endszy",-14.1892,-68.3339
"2918","MDP0319.mzXML","pool","Lecythidaceae","Eschweilera","coriacea","Eschweilera_coriacea","esc2cor",-14.1892,-68.3339
"2919","MDP0320.mzXML","pool","Myrtaceae","Eugenia","LC-6317","Eugenia_LC-6317","eugLC6317",-14.1892,-68.3339
"2920","MDP0321.mzXML","pool","Myrtaceae","Eugenia","LC-6319","Eugenia_LC-6319","eugLC6319",-14.1892,-68.3339
"2921","MDP0322.mzXML","pool","Rubiaceae","Faramea","LC-6412","Faramea_LC-6412","farLC6412",-14.1892,-68.3339
"2922","MDP0323.mzXML","pool","Clusiaceae","Garcinia","macrophylla","Garcinia_macrophylla","garmac",-14.1892,-68.3339
"2923","MDP0324.mzXML","pool","Primulaceae","Geissanthus","ambigua","Geissanthus_ambigua","geiamb",-14.1892,-68.3339
"2924","MDP0325.mzXML","pool","Nyctaginaceae","Guapira","opposita","Guapira_opposita","gua2opp",-14.1892,-68.3339
"2925","MDP0326.mzXML","pool","Meliaceae","Guarea","kunthiana","Guarea_kunthiana","gua3kun",-14.1892,-68.3339
"2926","MDP0327.mzXML","pool","Meliaceae","Guarea","macrophylla","Guarea_macrophylla","gua3mac",-14.1892,-68.3339
"2927","MDP0328.mzXML","pool","Annonaceae","Guatteria","sanctae-crucis","Guatteria_sanctae-crucis","gua4san",-14.1892,-68.3339
"2928","MDP0329.mzXML","pool","Olacaceae","Heisteria","nitida","Heisteria_nitida","heinit",-14.1892,-68.3339
"2929","MDP0330.mzXML","pool","Moraceae","Helicostylis","tomentosa","Helicostylis_tomentosa","hel2tom",-14.1892,-68.3339
"2930","MDP0331.mzXML","pool","Euphorbiaceae","Hevea","guianensis","Hevea_guianensis","hevgui",-14.1892,-68.3339
"2931","MDP0332.mzXML","pool","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"2932","MDP0333.mzXML","pool","Phyllanthaceae","Hieronyma","NA-445","Hieronyma_NA-445","hieNA445",-14.1892,-68.3339
"2933","MDP0334.mzXML","pool","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"2934","MDP0335.mzXML","pool","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"2935","MDP0336.mzXML","pool","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"2936","MDP0337.mzXML","pool","Fabaceae","Inga","capitata","Inga_capitata","ingcap",-14.1892,-68.3339
"2937","MDP0338.mzXML","pool","Fabaceae","Inga","cylindrica","Inga_cylindrica","ingcyl",-14.1892,-68.3339
"2938","MDP0339.mzXML","pool","Fabaceae","Inga","edulis","Inga_edulis","ingedu",-14.1892,-68.3339
"2939","MDP0340.mzXML","pool","Fabaceae","Inga","multinervis","Inga_multinervis","ingmul",-14.1892,-68.3339
"2940","MDP0341.mzXML","pool","Rubiaceae","Ixora","LC-6464","Ixora_LC-6464","ixoLC6464",-14.1892,-68.3339
"2941","MDP0342.mzXML","pool","Rubiaceae","Joosia","sericea","Joosia_sericea","jooser",-14.1892,-68.3339
"2942","MDP0343.mzXML","pool","Rubiaceae","Ladenbergia","oblongifolia","Ladenbergia_oblongifolia","ladobl",-14.1892,-68.3339
"2943","MDP0344.mzXML","pool","Chrysobalanaceae","Licania","boliviensis","Licania_boliviensis","lic1bol",-14.1892,-68.3339
"2944","MDP0345.mzXML","pool","Chrysobalanaceae","Licania","micrantha","Licania_micrantha","lic1mic",-14.1892,-68.3339
"2945","MDP0346.mzXML","pool","Euphorbiaceae","Mabea","macbridei","Mabea_macbridei","mabmac",-14.1892,-68.3339
"2946","MDP0347.mzXML","pool","Magnoliaceae","Magnolia","madidiensis","Magnolia_madidiensis","mag1mad",-14.1892,-68.3339
"2947","MDP0348.mzXML","pool","Calophyllaceae","Marila","laxiflora","Marila_laxiflora","mar5lax",-14.1892,-68.3339
"2948","MDP0349.mzXML","pool","Sapindaceae","Matayba","macrostylis","Matayba_macrostylis","mat1mac",-14.1892,-68.3339
"2949","MDP0350.mzXML","pool","Melastomataceae","Miconia","AEC-285","Miconia_AEC-285","mic1AEC285",-14.1892,-68.3339
"2950","MDP0351.mzXML","pool","Melastomataceae","Miconia","AF-17127","Miconia_AF-17127","mic1AF17127",-14.1892,-68.3339
"2951","MDP0352.mzXML","pool","Melastomataceae","Miconia","AF-7149","Miconia_AF-7149","mic1AF7149",-14.1892,-68.3339
"2952","MDP0353.mzXML","pool","Melastomataceae","Miconia","amnicola","Miconia_amnicola","mic1amn",-14.1892,-68.3339
"2953","MDP0354.mzXML","pool","Melastomataceae","Miconia","aureoides","Miconia_aureoides","mic1aur",-14.1892,-68.3339
"2954","MDP0355.mzXML","pool","Melastomataceae","Miconia","chrysophylla","Miconia_chrysophylla","mic1chr",-14.1892,-68.3339
"2955","MDP0356.mzXML","pool","Melastomataceae","Miconia","CMG-2345","Miconia_CMG-2345","mic1CMG2345",-14.1892,-68.3339
"2956","MDP0357.mzXML","pool","Melastomataceae","Miconia","dolichorrhyncha","Miconia_dolichorrhyncha","mic1dol",-14.1892,-68.3339
"2957","MDP0358.mzXML","pool","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"2958","MDP0359.mzXML","pool","Melastomataceae","Mouriri","LC-4151A","Mouriri_LC-4151A","mou1LC4151A",-14.1892,-68.3339
"2959","MDP0360.mzXML","pool","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"2960","MDP0361.mzXML","pool","Myrtaceae","Myrcia","sintenisii","Myrcia_sintenisii","myr2sin",-14.1892,-68.3339
"2961","MDP0362.mzXML","pool","Lauraceae","Nectandra","JCS-9565","Nectandra_JCS-9565","necJCS9565",-14.1892,-68.3339
"2962","MDP0363.mzXML","pool","Nyctaginaceae","Neea","AF-11752","Neea_AF-11752","neeAF11752",-14.1892,-68.3339
"2963","MDP0364.mzXML","pool","Nyctaginaceae","Neea","LC-2607","Neea_LC-2607","neeLC2607",-14.1892,-68.3339
"2964","MDP0365.mzXML","pool","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"2965","MDP0366.mzXML","pool","Lauraceae","Ocotea","AEC-335","Ocotea_AEC-335","ocoAEC335",-14.1892,-68.3339
"2966","MDP0367.mzXML","pool","Lauraceae","Ocotea","ALM-63","Ocotea_ALM-63","ocoALM63",-14.1892,-68.3339
"2967","MDP0368.mzXML","pool","Lauraceae","Ocotea","LC-6389","Ocotea_LC-6389","ocoLC6389",-14.1892,-68.3339
"2968","MDP0369.mzXML","pool","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"2969","MDP0370.mzXML","pool","Rubiaceae","Palicourea","conephoroides","Palicourea_conephoroides","palcon",-14.1892,-68.3339
"2970","MDP0371.mzXML","pool","Rubiaceae","Palicourea","tinctoria","Palicourea_tinctoria","paltin",-14.1892,-68.3339
"2971","MDP0372.mzXML","pool","Fabaceae","Parkia","nitida","Parkia_nitida","par5nit",-14.1892,-68.3339
"2972","MDP0373.mzXML","pool","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"2973","MDP0374.mzXML","pool","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"2974","MDP0375.mzXML","pool","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"2975","MDP0376.mzXML","pool","Sapotaceae","Pouteria","AEC-357","Pouteria_AEC-357","pou3AEC357",-14.1892,-68.3339
"2976","MDP0377.mzXML","pool","Sapotaceae","Pouteria","baehniana","Pouteria_baehniana","pou3bae",-14.1892,-68.3339
"2977","MDP0378.mzXML","pool","Sapotaceae","Pouteria","bilocularis","Pouteria_bilocularis","pou3bil",-14.1892,-68.3339
"2978","MDP0379.mzXML","pool","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"2979","MDP0380.mzXML","pool","Sapotaceae","Pouteria","durlandii","Pouteria_durlandii","pou3dur",-14.1892,-68.3339
"2980","MDP0381.mzXML","pool","Sapotaceae","Pouteria","LC-6325","Pouteria_LC-6325","pou3LC6325",-14.1892,-68.3339
"2981","MDP0382.mzXML","pool","Sapotaceae","Pouteria","torta","Pouteria_torta","pou3tor",-14.1892,-68.3339
"2982","MDP0383.mzXML","pool","Burseraceae","Protium","AEC-227","Protium_AEC-227","pro2AEC227",-14.1892,-68.3339
