"","filename","ATTRIBUTE_CollectionNumber","ATTRIBUTE_Family","ATTRIBUTE_Genus","ATTRIBUTE_Species","ATTRIBUTE_Genus_species","ATTRIBUTE_SpeciesCode","ATTRIBUTE_Latitude","ATTRIBUTE_Longitude"
"1","MD00002.mzXML","LC-4110B","Phyllanthaceae","Croizatia","NCH-25","Croizatia_NCH-25","cro1NCH25",-14.1892,-68.3339
"2","MD00003.mzXML","LC-4109B","Phyllanthaceae","Croizatia","NCH-25","Croizatia_NCH-25","cro1NCH25",-14.1892,-68.3339
"3","MD00004.mzXML","LC-4288B","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"4","MD00005.mzXML","LC-4106B","Phyllanthaceae","Croizatia","NCH-25","Croizatia_NCH-25","cro1NCH25",-14.1892,-68.3339
"5","MD00006.mzXML","LC-4200B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"6","MD00007.mzXML","LC-4195B","Caryocaraceae","Caryocar","dentatum","Caryocar_dentatum","car5den",-14.1892,-68.3339
"7","MD00008.mzXML","LC-4328B","Urticaceae","Pourouma","minor","Pourouma_minor","pou2min",-14.1892,-68.3339
"8","MD00009.mzXML","LC-4179B","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"9","MD00010.mzXML","LC-4371B","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"10","MD00011.mzXML","LC-4277B","Urticaceae","Pourouma","minor","Pourouma_minor","pou2min",-14.1892,-68.3339
"11","MD00012.mzXML","LC-4336B","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium_cordatum","apacor",-14.1892,-68.3339
"12","MD00013.mzXML","LC-4319B","Peraceae","Chaetocarpus","myrsinites","Chaetocarpus_myrsinites","cha1myr",-14.1892,-68.3339
"13","MD00014.mzXML","LC-4143B","Rubiaceae","Palicourea","tinctoria","Palicourea_tinctoria","paltin",-14.1892,-68.3339
"14","MD00015.mzXML","LC-4244B","Urticaceae","Pourouma","minor","Pourouma_minor","pou2min",-14.1892,-68.3339
"15","MD00016.mzXML","LC-4362B","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"16","MD00017.mzXML","LC-4100B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"17","MD00018.mzXML","LC-4159B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"18","MD00019.mzXML","LC-4366B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"19","MD00020.mzXML","LC-4186B","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"20","MD00021.mzXML","LC-4344B","Euphorbiaceae","Alchornea","triplinervia","Alchornea_triplinervia","alctri",-14.1892,-68.3339
"21","MD00022.mzXML","LC-4093B","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"22","MD00023.mzXML","LC-4095B","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"23","MD00024.mzXML","LC-4182B","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"24","MD00025.mzXML","LC-4111B","Phyllanthaceae","Croizatia","NCH-25","Croizatia_NCH-25","cro1NCH25",-14.1892,-68.3339
"25","MD00026.mzXML","LC-4298B","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"26","MD00027.mzXML","LC-4332B","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"27","MD00028.mzXML","LC-4326B","Aquifoliaceae","Ilex","aggregata","Ilex_aggregata","ileagg",-14.1892,-68.3339
"28","MD00029.mzXML","LC-4155B","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"29","MD00030.mzXML","LC-4149B","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"30","MD00031.mzXML","LC-4241B","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"31","MD00032.mzXML","LC-4345B","Hypericaceae","Vismia","glabra","Vismia_glabra","visgla",-14.1892,-68.3339
"32","MD00033.mzXML","LC-4311B","Hypericaceae","Vismia","glabra","Vismia_glabra","visgla",-14.1892,-68.3339
"33","MD00034.mzXML","LC-4115B","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"34","MD00035.mzXML","LC-4141B","Rubiaceae","Schizocalyx","obovatus","Schizocalyx_obovatus","sch4obo",-14.1892,-68.3339
"35","MD00036.mzXML","LC-4300B","Peraceae","Chaetocarpus","myrsinites","Chaetocarpus_myrsinites","cha1myr",-14.1892,-68.3339
"36","MD00037.mzXML","LC-4099B","Aquifoliaceae","Ilex","amplifolia","Ilex_amplifolia","ileamp",-14.1892,-68.3339
"37","MD00038.mzXML","LC-4198B","Monimiaceae","Mollinedia","ovata","Mollinedia_ovata","molova",-14.1892,-68.3339
"38","MD00039.mzXML","LC-4108B","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"39","MD00040.mzXML","LC-4105B","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"40","MD00041.mzXML","LC-4269B","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"41","MD00042.mzXML","LC-4181B","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"42","MD00043.mzXML","LC-4119B","Moraceae","Helicostylis","tomentosa","Helicostylis_tomentosa","hel2tom",-14.1892,-68.3339
"43","MD00044.mzXML","LC-4189B","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"44","MD00045.mzXML","LC-4199B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"45","MD00046.mzXML","LC-4083B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"46","MD00047.mzXML","LC-4112B","Phyllanthaceae","Croizatia","NCH-25","Croizatia_NCH-25","cro1NCH25",-14.1892,-68.3339
"47","MD00048.mzXML","LC-4130B","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"48","MD00049.mzXML","LC-4359B","Euphorbiaceae","Alchornea","glandulosa","Alchornea_glandulosa","alcgla",-14.1892,-68.3339
"49","MD00050.mzXML","LC-4247B","Urticaceae","Pourouma","minor","Pourouma_minor","pou2min",-14.1892,-68.3339
"50","MD00051.mzXML","LC-4129B","Urticaceae","Pourouma","bicolor","Pourouma_bicolor","pou2bic",-14.1892,-68.3339
"51","MD00052.mzXML","LC-4216B","Anacardiaceae","Tapirira","guianensis","Tapirira_guianensis","tap1gui",-14.1892,-68.3339
"52","MD00053.mzXML","LC-4227B","Anacardiaceae","Tapirira","guianensis","Tapirira_guianensis","tap1gui",-14.1892,-68.3339
"53","MD00054.mzXML","LC-4237B","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"54","MD00055.mzXML","LC-4278B","Melastomataceae","Blakea","multiflora","Blakea_multiflora","blamul",-14.1892,-68.3339
"55","MD00056.mzXML","LC-4229B","Melastomataceae","Blakea","multiflora","Blakea_multiflora","blamul",-14.1892,-68.3339
"56","MD00057.mzXML","LC-4090B","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"57","MD00058.mzXML","LC-4169B","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"58","MD00059.mzXML","LC-4337B","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"59","MD00060.mzXML","LC-4151B","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"60","MD00061.mzXML","LC-4315B","Sapotaceae","Pouteria","cuspidata","Pouteria_cuspidata","pou3cus",-14.1892,-68.3339
"61","MD00062.mzXML","LC-4128B","Sapotaceae","Pouteria","cuspidata","Pouteria_cuspidata","pou3cus",-14.1892,-68.3339
"62","MD00063.mzXML","LC-4124B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"63","MD00064.mzXML","LC-4372B","Euphorbiaceae","Mabea","macbridei","Mabea_macbridei","mabmac",-14.1892,-68.3339
"64","MD00065.mzXML","LC-4356B","Annonaceae","Guatteria","punctata","Guatteria_punctata","gua4pun",-14.1892,-68.3339
"65","MD00066.mzXML","LC-4272B","Araliaceae","Dendropanax","inaequalipedunculatus","Dendropanax_inaequalipedunculatus","den2ina",-14.1892,-68.3339
"66","MD00067.mzXML","LC-4264B","Araliaceae","Dendropanax","inaequalipedunculatus","Dendropanax_inaequalipedunculatus","den2ina",-14.1892,-68.3339
"67","MD00068.mzXML","LC-4132B","Araliaceae","Dendropanax","inaequalipedunculatus","Dendropanax_inaequalipedunculatus","den2ina",-14.1892,-68.3339
"68","MD00069.mzXML","LC-4180B","Araliaceae","Dendropanax","inaequalipedunculatus","Dendropanax_inaequalipedunculatus","den2ina",-14.1892,-68.3339
"69","MD00070.mzXML","LC-4209B","Araliaceae","Didymopanax","AF-17370","Didymopanax_AF-17370","didAF17370",-14.1892,-68.3339
"70","MD00071.mzXML","LC-4187B","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"71","MD00072.mzXML","LC-4324B","Polygonaceae","Coccoloba","mollis","Coccoloba_mollis","coc1mol",-14.1892,-68.3339
"72","MD00073.mzXML","LC-4131B","Fabaceae","Inga","LC-4134B","Inga_LC-4134B","ingLC4134B",-14.1892,-68.3339
"73","MD00074.mzXML","LC-4350B","Fabaceae","Inga","MCM-169","Inga_MCM-169","ingMCM169",-14.1892,-68.3339
"74","MD00075.mzXML","LC-4134B","Fabaceae","Inga","LC-4134B","Inga_LC-4134B","ingLC4134B",-14.1892,-68.3339
"75","MD00076.mzXML","LC-4097B","Fabaceae","Diplotropis","peruviana","Diplotropis_peruviana","dip4per",-14.1892,-68.3339
"76","MD00077.mzXML","LC-4117B","Fabaceae","Diplotropis","peruviana","Diplotropis_peruviana","dip4per",-14.1892,-68.3339
"77","MD00078.mzXML","LC-4152B","Rosaceae","Prunus","stipulata","Prunus_stipulata","pru2sti",-14.1892,-68.3339
"78","MD00079.mzXML","LC-4156B","Rosaceae","Prunus","stipulata","Prunus_stipulata","pru2sti",-14.1892,-68.3339
"79","MD00080.mzXML","LC-4275B","Melastomataceae","Miconia","elongata","Miconia_elongata","mic1elo",-14.1892,-68.3339
"80","MD00081.mzXML","LC-4358B","Rubiaceae","Bathysa","australis","Bathysa_australis","bat1aus",-14.1892,-68.3339
"81","MD00082.mzXML","LC-4171B","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"82","MD00083.mzXML","LC-4190B","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"83","MD00084.mzXML","LC-4204B","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"84","MD00085.mzXML","LC-4325B","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"85","MD00086.mzXML","LC-4144B","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"86","MD00087.mzXML","LC-4392B","Annonaceae","Annona","RSS-85","Annona_RSS-85","annRSS85",-14.1892,-68.3339
"87","MD00088.mzXML","LC-4145B","Annonaceae","Annona","RSS-85","Annona_RSS-85","annRSS85",-14.1892,-68.3339
"88","MD00089.mzXML","LC-4087B","Annonaceae","Annona","RSS-85","Annona_RSS-85","annRSS85",-14.1892,-68.3339
"89","MD00090.mzXML","LC-4242B","Ochnaceae","Quiina","florida","Quiina_florida","quiflo",-14.1892,-68.3339
"90","MD00091.mzXML","LC-4323B","Anacardiaceae","Tapirira","guianensis","Tapirira_guianensis","tap1gui",-14.1892,-68.3339
"91","MD00092.mzXML","LC-4303B","Melastomataceae","Miconia","multispicata","Miconia_multispicata","mic1mul",-14.1892,-68.3339
"92","MD00093.mzXML","LC-4178B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"93","MD00094.mzXML","LC-4089B","Myrtaceae","Siphoneugena","occidentalis","Siphoneugena_occidentalis","sip3occ",-14.1892,-68.3339
"94","MD00095.mzXML","LC-4230B","Melastomataceae","Miconia","splendens","Miconia_splendens","mic1spl",-14.1892,-68.3339
"95","MD00096.mzXML","LC-4113B","Melastomataceae","Blakea","multiflora","Blakea_multiflora","blamul",-14.1892,-68.3339
"96","MD00097.mzXML","LC-4096B","Melastomataceae","Blakea","multiflora","Blakea_multiflora","blamul",-14.1892,-68.3339
"97","MD00098.mzXML","LC-4231B","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"98","MD00099.mzXML","LC-4236B","Burseraceae","Protium","montanum","Protium_montanum","pro2mon",-14.1892,-68.3339
"99","MD00100.mzXML","LC-4218B","Cordiaceae","Cordia","ucayaliensis","Cordia_ucayaliensis","cor1uca",-14.1892,-68.3339
"100","MD00101.mzXML","LC-4263B","Peraceae","Chaetocarpus","myrsinites","Chaetocarpus_myrsinites","cha1myr",-14.1892,-68.3339
"101","MD00102.mzXML","LC-4348B","Peraceae","Chaetocarpus","myrsinites","Chaetocarpus_myrsinites","cha1myr",-14.1892,-68.3339
"102","MD00103.mzXML","LC-4214B","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"103","MD00104.mzXML","LC-4274B","Euphorbiaceae","Croton","rusbyi","Croton_rusbyi","cro2rus",-14.1892,-68.3339
"104","MD00105.mzXML","LC-4233B","Phyllanthaceae","Hieronyma","GAT-658","Hieronyma_GAT-658","hieGAT658",-14.1892,-68.3339
"105","MD00106.mzXML","LC-4334B","Rubiaceae","Schizocalyx","obovatus","Schizocalyx_obovatus","sch4obo",-14.1892,-68.3339
"106","MD00107.mzXML","LC-4307B","Aquifoliaceae","Ilex","petiolaris","Ilex_petiolaris","ilepet",-14.1892,-68.3339
"107","MD00108.mzXML","LC-4309B","Euphorbiaceae","Croton","rusbyi","Croton_rusbyi","cro2rus",-14.1892,-68.3339
"108","MD00109.mzXML","LC-4147B","Moraceae","Perebea","guianensis","Perebea_guianensis","per2gui",-14.1892,-68.3339
"109","MD00110.mzXML","LC-4150B","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"110","MD00111.mzXML","LC-4270B","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"111","MD00112.mzXML","LC-4164B","Moraceae","Helicostylis","tovarensis","Helicostylis_tovarensis","hel2tov",-14.1892,-68.3339
"112","MD00113.mzXML","LC-4271B","Araliaceae","Schefflera","vinosa","Schefflera_vinosa","sch2vin",-14.1892,-68.3339
"113","MD00114.mzXML","LC-4224B","Sapotaceae","Pouteria","bilocularis","Pouteria_bilocularis","pou3bil",-14.1892,-68.3339
"114","MD00115.mzXML","LC-4222B","Sapotaceae","Pouteria","caimito","Pouteria_caimito","pou3cai",-14.1892,-68.3339
"115","MD00116.mzXML","LC-4248B","Melastomataceae","Miconia","multispicata","Miconia_multispicata","mic1mul",-14.1892,-68.3339
"116","MD00117.mzXML","LC-4232B","Melastomataceae","Meriania","AF-16998","Meriania_AF-16998","mer1AF16998",-14.1892,-68.3339
"117","MD00118.mzXML","LC-4194B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"118","MD00119.mzXML","LC-4355B","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"119","MD00120.mzXML","LC-4287B","Melastomataceae","Blakea","multiflora","Blakea_multiflora","blamul",-14.1892,-68.3339
"120","MD00121.mzXML","LC-4256B","Rubiaceae","Elaeagia","mariae","Elaeagia_mariae","elamar",-14.1892,-68.3339
"121","MD00122.mzXML","LC-4206B","Myrtaceae","Myrcia","sintenisii","Myrcia_sintenisii","myr2sin",-14.1892,-68.3339
"122","MD00123.mzXML","LC-4320B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"123","MD00124.mzXML","LC-4339B","Melastomataceae","Miconia","punctata","Miconia_punctata","mic1pun",-14.1892,-68.3339
"124","MD00125.mzXML","LC-4258B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"125","MD00126.mzXML","LC-4203B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"126","MD00127.mzXML","LC-4127B","Myrtaceae","Myrcia","fallax","Myrcia_fallax","myr2fal",-14.1892,-68.3339
"127","MD00128.mzXML","LC-4213B","Fabaceae","Diplotropis","peruviana","Diplotropis_peruviana","dip4per",-14.1892,-68.3339
"128","MD00129.mzXML","LC-4243B","Melastomataceae","Meriania","AF-16998","Meriania_AF-16998","mer1AF16998",-14.1892,-68.3339
"129","MD00130.mzXML","LC-4116B","Melastomataceae","Miconia","multispicata","Miconia_multispicata","mic1mul",-14.1892,-68.3339
"130","MD00131.mzXML","LC-4363B","Melastomataceae","Miconia","multispicata","Miconia_multispicata","mic1mul",-14.1892,-68.3339
"131","MD00132.mzXML","LC-4251B","Melastomataceae","Miconia","multispicata","Miconia_multispicata","mic1mul",-14.1892,-68.3339
"132","MD00133.mzXML","LC-4280B","Fabaceae","Abarema","jupunba","Abarema_jupunba","abajup",-14.1892,-68.3339
"133","MD00134.mzXML","LC-4313B","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"134","MD00135.mzXML","LC-4341B","Lauraceae","Ocotea","oblonga","Ocotea_oblonga","ocoobl",-14.1892,-68.3339
"135","MD00136.mzXML","LC-4094B","Myristicaceae","Virola","AEC-312","Virola_AEC-312","virAEC312",-14.1892,-68.3339
"136","MD00137.mzXML","LC-4361B","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
"137","MD00138.mzXML","LC-4184B","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"138","MD00139.mzXML","LC-4357B","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"139","MD00140.mzXML","LC-4154B","Fabaceae","Inga","striata","Inga_striata","ingstr1",-14.1892,-68.3339
"140","MD00141.mzXML","LC-4088B","Myrtaceae","Siphoneugena","occidentalis","Siphoneugena_occidentalis","sip3occ",-14.1892,-68.3339
"141","MD00142.mzXML","LC-4296B","Lauraceae","Persea","sphaerocarpa","Persea_sphaerocarpa","per6sph",-14.1892,-68.3339
"142","MD00143.mzXML","LC-4250B","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"143","MD00144.mzXML","LC-4084B","Malpighiaceae","Byrsonima","arthropoda","Byrsonima_arthropoda","byrart",-14.1892,-68.3339
"144","MD00145.mzXML","LC-4126B","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"145","MD00146.mzXML","LC-4183B","Elaeocarpaceae","Sloanea","pubescens","Sloanea_pubescens","slopub",-14.1892,-68.3339
"146","MD00147.mzXML","LC-4177B","Elaeocarpaceae","Sloanea","pubescens","Sloanea_pubescens","slopub",-14.1892,-68.3339
"147","MD00148.mzXML","LC-4197B","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"148","MD00149.mzXML","LC-4235B","Rubiaceae","Ladenbergia","oblongifolia","Ladenbergia_oblongifolia","ladobl",-14.1892,-68.3339
"149","MD00150.mzXML","LC-4354B","Chrysobalanaceae","Licania","boliviensis","Licania_boliviensis","lic1bol",-14.1892,-68.3339
"150","MD00151.mzXML","LC-4292B","Elaeocarpaceae","Sloanea","fendleriana","Sloanea_fendleriana","slofen",-14.1892,-68.3339
"151","MD00152.mzXML","LC-4365B","Elaeocarpaceae","Sloanea","fendleriana","Sloanea_fendleriana","slofen",-14.1892,-68.3339
"152","MD00153.mzXML","LC-4286B","Elaeocarpaceae","Sloanea","fendleriana","Sloanea_fendleriana","slofen",-14.1892,-68.3339
"153","MD00154.mzXML","LC-4260B","Chrysobalanaceae","Licania","boliviensis","Licania_boliviensis","lic1bol",-14.1892,-68.3339
"154","MD00155.mzXML","LC-4161B","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"155","MD00156.mzXML","LC-4086B","Chrysobalanaceae","Hirtella","triandra","Hirtella_triandra","hir2tri",-14.1892,-68.3339
"156","MD00157.mzXML","LC-4160B","Fabaceae","Inga","edulis","Inga_edulis","ingedu",-14.1892,-68.3339
"157","MD00158.mzXML","LC-4103B","Myristicaceae","Virola","AEC-312","Virola_AEC-312","virAEC312",-14.1892,-68.3339
"158","MD00159.mzXML","LC-4136B","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"159","MD00160.mzXML","LC-4104B","Myrtaceae","Eugenia","lambertiana","Eugenia_lambertiana","euglam",-14.1892,-68.3339
"160","MD00161.mzXML","LC-4294B","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"161","MD00162.mzXML","LC-4170B","Lauraceae","Endlicheria","aurea","Endlicheria_aurea","endaur",-14.1892,-68.3339
"162","MD00163.mzXML","LC-4140B","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"163","MD00164.mzXML","LC-4207B","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"164","MD00165.mzXML","LC-4353B","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"165","MD00166.mzXML","LC-4329B","Lauraceae","Endlicheria","aurea","Endlicheria_aurea","endaur",-14.1892,-68.3339
"166","MD00167.mzXML","LC-4333B","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"167","MD00168.mzXML","LC-4297B","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"168","MD00169.mzXML","LC-4208B","Fabaceae","Inga","striata","Inga_striata","ingstr1",-14.1892,-68.3339
"169","MD00170.mzXML","LC-4196B","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"170","MD00171.mzXML","LC-4133B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"171","MD00172.mzXML","LC-4125B","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"172","MD00173.mzXML","LC-4085B","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"173","MD00174.mzXML","LC-4091B","Lauraceae","Pleurothyrium","LC-4542","Pleurothyrium_LC-4542","ple3LC4542",-14.1892,-68.3339
"174","MD00175.mzXML","LC-4193B","Lauraceae","Pleurothyrium","trianae","Pleurothyrium_trianae","ple3tri",-14.1892,-68.3339
"175","MD00176.mzXML","LC-4168B","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"176","MD00177.mzXML","LC-4123B","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"177","MD00178.mzXML","LC-4192B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"178","MD00179.mzXML","LC-4322B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"179","MD00180.mzXML","LC-4172B","Lauraceae","Persea","sphaerocarpa","Persea_sphaerocarpa","per6sph",-14.1892,-68.3339
"180","MD00181.mzXML","LC-4122B","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"181","MD00182.mzXML","LC-4167B","Myrtaceae","Calyptranthes","longifolia","Calyptranthes_longifolia","cal7lon",-14.1892,-68.3339
"182","MD00183.mzXML","LC-4368B","Lauraceae","Beilschmiedia","tovarensis","Beilschmiedia_tovarensis","beitov",-14.1892,-68.3339
"183","MD00184.mzXML","LC-4331B","Lauraceae","Endlicheria","canescens","Endlicheria_canescens","endcan",-14.1892,-68.3339
"184","MD00185.mzXML","LC-4316B","Fabaceae","Inga","heterophylla","Inga_heterophylla","inghet",-14.1892,-68.3339
"185","MD00186.mzXML","LC-4283B","Lauraceae","Ocotea","LC-6779","Ocotea_LC-6779","ocoLC6779",-14.1892,-68.3339
"186","MD00187.mzXML","LC-4317B","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"187","MD00188.mzXML","LC-4101B","Simaroubaceae","Simarouba","amara","Simarouba_amara","sim1ama",-14.1892,-68.3339
"188","MD00189.mzXML","LC-4273B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"189","MD00190.mzXML","LC-4257B","Lauraceae","Persea","areolatocostae","Persea_areolatocostae","per6are",-14.1892,-68.3339
"190","MD00191.mzXML","LC-4293B","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"191","MD00192.mzXML","LC-4166B","Primulaceae","Myrsine","pellucida","Myrsine_pellucida","myr8pel",-14.1892,-68.3339
"192","MD00193.mzXML","LC-4173B","Chrysobalanaceae","Licania","boliviensis","Licania_boliviensis","lic1bol",-14.1892,-68.3339
"193","MD00194.mzXML","LC-4188B","Lauraceae","Aniba","muca","Aniba_muca","animuc",-14.1892,-68.3339
"194","MD00195.mzXML","LC-4318B","Salicaceae","Casearia","arborea","Casearia_arborea","casarb",-14.1892,-68.3339
"195","MD00196.mzXML","LC-4202B","Nyctaginaceae","Neea","LC-2607","Neea_LC-2607","neeLC2607",-14.1892,-68.3339
"196","MD00197.mzXML","LC-4142B","Nyctaginaceae","Neea","LC-2607","Neea_LC-2607","neeLC2607",-14.1892,-68.3339
"197","MD00198.mzXML","LC-4234B","Fabaceae","Inga","alba","Inga_alba","ingalb",-14.1892,-68.3339
"198","MD00199.mzXML","LC-4238B","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"199","MD00200.mzXML","LC-4102B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"200","MD00201.mzXML","LC-4254B","Lauraceae","Pleurothyrium","LC-4542","Pleurothyrium_LC-4542","ple3LC4542",-14.1892,-68.3339
"201","MD00202.mzXML","LC-4139B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"202","MD00203.mzXML","LC-4352B","Lauraceae","Ocotea","aciphylla","Ocotea_aciphylla","ocoaci",-14.1892,-68.3339
"203","MD00204.mzXML","LC-4228B","Lauraceae","Ocotea","puberula","Ocotea_puberula","ocopub",-14.1892,-68.3339
"204","MD00205.mzXML","LC-4226B","Myrtaceae","Eugenia","florida","Eugenia_florida","eugflo",-14.1892,-68.3339
"205","MD00206.mzXML","LC-4314B","Theaceae","Gordonia","fruticosa","Gordonia_fruticosa","gorfru",-14.1892,-68.3339
